player_name,nic_year,pro_pos,school,GM
Spencer Larsen,2008,FB,Arizona,CLE_Mickael Lombardi
David Kirtman,2006,FB,USC,CLE_Mickael Lombardi
Jaleel Johnson,2017,DT,Iowa,CLE_Mickael Lombardi
Keith Jackson,2007,DT,Arkansas,CLE_Mickael Lombardi
Karl Klug,2011,DT,Iowa,CLE_Mickael Lombardi
Jared Odrick,2010,DT,Penn State,CLE_Mickael Lombardi
Zach Hocker,2014,K,Arkansas,CLE_Mickael Lombardi
Terrance Knighton,2009,DT,Temple,CLE_Mickael Lombardi
Jake Bailey,2019,P,Stanford,CLE_Mickael Lombardi
Matt Dodge,2010,P,East Carolina,CLE_Mickael Lombardi
Markus Kuhn,2012,DT,North Carolina State,CLE_Mickael Lombardi
Stephen Peterman,2004,G,LSU,CLE_Mickael Lombardi
Grady Jarrett,2015,DT,Clemson,CLE_Mickael Lombardi
Brent Bowden,2010,P,Virginia Tech,CLE_Mickael Lombardi
Alex Henery,2011,K,Nebraska,CLE_Mickael Lombardi
Max Tuerk,2016,C,USC,CLE_Mickael Lombardi
Nick Folk,2007,K,Arizona,CLE_Mickael Lombardi
Nick Eason,2003,DT,Clemson,CLE_Mickael Lombardi
Kevin Huber,2009,P,Cincinnati,CLE_Mickael Lombardi
Myron Pryor,2009,DT,Kentucky,CLE_Mickael Lombardi
Justin Medlock,2007,K,UCLA,CLE_Mickael Lombardi
Adam Podlesh,2007,P,Maryland,CLE_Mickael Lombardi
Durant Brooks,2008,P,Georgia Tech,CLE_Mickael Lombardi
Daniel Sepulveda,2007,P,Baylor,CLE_Mickael Lombardi
Brandon Fields,2007,P,Michigan State,CLE_Mickael Lombardi
Earl Mitchell,2010,DT,Arizona,CLE_Mickael Lombardi
Reggie Hodges,2005,P,Ball State,CLE_Mickael Lombardi
Ryan Plackemeier,2006,P,Wake Forest,CLE_Mickael Lombardi
Mike Nugent,2005,K,Ohio State,CLE_Mickael Lombardi
Michael Robinson,2006,FB,Penn State,CLE_Mickael Lombardi
Dustin Colquitt,2005,P,Tennessee,CLE_Mickael Lombardi
Jerel Worthy,2012,DT,Michigan State,CLE_Mickael Lombardi
Vernon Butler,2016,DT,Louisiana Tech,CLE_Mickael Lombardi
Deon Simon,2015,DT,Northwestern State,CLE_Mickael Lombardi
DeMario Pressley,2008,DT,North Carolina State,CLE_Mickael Lombardi
Dorian Johnson,2017,G,Pittsburgh,CLE_Mickael Lombardi
Bruce Nelson,2003,C,Iowa,CLE_Mickael Lombardi
Jake Elliott,2017,K,Memphis,CLE_Mickael Lombardi
Jared Clauss,2004,DT,Iowa,CLE_Mickael Lombardi
Dan Klecko,2003,DT,Temple,CLE_Mickael Lombardi
Jimmy Kennedy,2003,DT,Penn State,CLE_Mickael Lombardi
Armon Watts,2019,DT,Arkansas,CLE_Mickael Lombardi
Dexter Lawrence,2019,DT,Clemson,CLE_Mickael Lombardi
Tyson Alualu,2010,DT,California,CLE_Mickael Lombardi
Clifton Ryan,2007,DT,Michigan State,CLE_Mickael Lombardi
Arron Sears,2007,G,Tennessee,CLE_Mickael Lombardi
Anthony Bryant,2005,DT,Alabama,CLE_Mickael Lombardi
Braden Wilson,2013,FB,Kansas State,CLE_Mickael Lombardi
Kedric Golston,2006,DT,Georgia,CLE_Mickael Lombardi
Thomas Morstead,2009,P,SMU,CLE_Mickael Lombardi
Owen Schmitt,2008,FB,West Virginia,CLE_Mickael Lombardi
Jake Ingram,2009,LS,Hawaii,CLE_Mickael Lombardi
David Buehler,2009,K,USC,CLE_Mickael Lombardi
Trevor Guyton,2012,DT,California,CLE_Mickael Lombardi
Matt Slauson,2009,G,Nebraska,CLE_Mickael Lombardi
Langston Moore,2003,DT,South Carolina,CLE_Mickael Lombardi
Akiem Hicks,2012,DT,Regina,CLE_Mickael Lombardi
Joe Cardona,2015,LS,Navy,CLE_Mickael Lombardi
Tank Tyler,2007,DT,North Carolina State,CLE_Mickael Lombardi
Shamar Stephen,2014,DT,Connecticut,CLE_Mickael Lombardi
Sheldon Rankins,2016,DT,Louisville,CLE_Mickael Lombardi
Demetrin Veal,2003,DT,Tennessee,CLE_Mickael Lombardi
Jeremiah Ledbetter,2017,DT,Arkansas,CLE_Mickael Lombardi
DaQuan Jones,2014,DT,Penn State,CLE_Mickael Lombardi
Christian Ballard,2011,DT,Iowa,CLE_Mickael Lombardi
Andrew Billings,2016,DT,Baylor,CLE_Mickael Lombardi
Mitch Wishnowsky,2019,P,Utah,CLE_Mickael Lombardi
David Edwards,2019,G,Wisconsin,CLE_Mickael Lombardi
Jay Bromley,2014,DT,Syracuse,CLE_Mickael Lombardi
Adolphus Washington,2016,DT,Ohio State,CLE_Mickael Lombardi
Jaye Howard,2012,DT,Florida,CLE_Mickael Lombardi
Roy Miller,2009,DT,Texas,CLE_Mickael Lombardi
Haloti Ngata,2006,DT,Oregon,CLE_Mickael Lombardi
Larry Ogunjobi,2017,DT,Charlotte,CLE_Mickael Lombardi
Evander Hood,2009,DT,Missouri,CLE_Mickael Lombardi
Mike Martin,2012,DT,Michigan,CLE_Mickael Lombardi
Jeremi Johnson,2003,FB,Western Kentucky,CLE_Mickael Lombardi
Mike Karney,2004,FB,Arizona State,CLE_Mickael Lombardi
Justin Jones,2018,DT,North Carolina State,CLE_Mickael Lombardi
Everett Dawkins,2013,DT,Florida State,CLE_Mickael Lombardi
Jesse Mahelona,2006,DT,Tennessee,CLE_Mickael Lombardi
Trysten Hill,2019,DT,UCF,CLE_Mickael Lombardi
Drake Nevis,2011,DT,LSU,CLE_Mickael Lombardi
Joe Cohen,2007,DT,Florida,CLE_Mickael Lombardi
Marcus Hardison,2015,DT,Arizona State,CLE_Mickael Lombardi
Demarcus Christmas,2019,DT,Florida State,CLE_Mickael Lombardi
Folorunso Fatukasi,2018,DT,Connecticut,CLE_Mickael Lombardi
Colin Holba,2017,LS,Louisville,CLE_Mickael Lombardi
Dustin Hopkins,2013,K,Florida State,CLE_Mickael Lombardi
Kendrick Norton,2018,DT,Miami (FL),CLE_Mickael Lombardi
Louis Nix,2014,DT,Notre Dame,CLE_Mickael Lombardi
Lawrence Guy,2011,DT,Arizona State,CLE_Mickael Lombardi
Quinn Johnson,2009,FB,LSU,CLE_Mickael Lombardi
Corey Peters,2010,DT,Kentucky,CLE_Mickael Lombardi
Randy Starks,2004,DT,Maryland,CLE_Mickael Lombardi
Quinton Ganther,2006,FB,Utah,CLE_Mickael Lombardi
Boomer Grigsby,2005,FB,Illinois State,CLE_Mickael Lombardi
Arik Armstead,2015,DT,Oregon,CLE_Mickael Lombardi
Quinton Dial,2013,DT,Alabama,CLE_Mickael Lombardi
Sylvester Williams,2013,DT,North Carolina,CLE_Mickael Lombardi
C.J. Wilson,2010,DT,East Carolina,CLE_Mickael Lombardi
David Hale,2008,C,Weber State,CLE_Mickael Lombardi
Dan Santucci,2007,C,Notre Dame,CLE_Mickael Lombardi
Austin Johnson,2016,DT,Penn State,CLE_Mickael Lombardi
Tyson Jackson,2009,DT,LSU,CLE_Mickael Lombardi
Chris Davis,2003,FB,Syracuse,CLE_Mickael Lombardi
Angelo Blackson,2015,DT,Auburn,CLE_Mickael Lombardi
Tron LaFavor,2003,DT,Florida,CLE_Mickael Lombardi
Ryan Carrethers,2014,DT,Arkansas State,CLE_Mickael Lombardi
Justin Ellis,2014,DT,Louisiana Tech,CLE_Mickael Lombardi
Jordan Hill,2013,DT,Penn State,CLE_Mickael Lombardi
Jalston Fowler,2015,FB,Alabama,CLE_Mickael Lombardi
Bilal Nichols,2018,DT,Delaware,CLE_Mickael Lombardi
Dominique Easley,2014,DT,Florida,CLE_Mickael Lombardi
Kenrick Ellis,2011,DT,Hampton,CLE_Mickael Lombardi
Le Kevin Smith,2006,DT,Nebraska,CLE_Mickael Lombardi
Torell Troup,2010,DT,UCF,CLE_Mickael Lombardi
Stefen Wisniewski,2011,G,Penn State,CLE_Mickael Lombardi
Kevin Boothe,2006,C,Cornell,CLE_Mickael Lombardi
Marvin Austin,2011,DT,North Carolina,CLE_Mickael Lombardi
Jurrell Casey,2011,DT,USC,CLE_Mickael Lombardi
Trevor Laws,2008,DT,Notre Dame,CLE_Mickael Lombardi
Cody Wallace,2008,C,Texas A&M,CLE_Mickael Lombardi
Anthony Bradford,2023,G,LSU,CLE_Mickael Lombardi
Jarvis Harrison,2015,G,Texas A&M,CLE_Mickael Lombardi
C.J. Mosley,2005,DT,Missouri,CLE_Mickael Lombardi
Kentwan Balmer,2008,DT,North Carolina,CLE_Mickael Lombardi
Hjalte Froholdt,2019,G,Arkansas,CLE_Mickael Lombardi
Adam Gettis,2012,G,Iowa,CLE_Mickael Lombardi
Tanzel Smart,2017,DT,Tulane,CLE_Mickael Lombardi
Jacob Hester,2008,FB,LSU,CLE_Mickael Lombardi
Montravius Adams,2017,DT,Auburn,CLE_Mickael Lombardi
Roy Schuening,2008,G,Oregon State,CLE_Mickael Lombardi
Corvey Irvin,2009,DT,Georgia,CLE_Mickael Lombardi
Gerald McCoy,2010,DT,Oklahoma,CLE_Mickael Lombardi
Max Unger,2009,C,Oregon,CLE_Mickael Lombardi
Chilo Rachal,2008,G,USC,CLE_Mickael Lombardi
Chris Spencer,2005,G,Ole Miss,CLE_Mickael Lombardi
Chris Lindstrom,2019,G,Boston College,CLE_Mickael Lombardi
Vince Wilfork,2004,DT,Miami (FL),CLE_Mickael Lombardi
Nesta Jade Silvera,2023,DT,Arizona State,CLE_Mickael Lombardi
Anttaj Hawthorne,2005,DT,Wisconsin,CLE_Mickael Lombardi
Russell Bodine,2014,C,North Carolina,CLE_Mickael Lombardi
Jeff Baca,2013,G,UCLA,CLE_Mickael Lombardi
Garrett Gilkey,2013,C,Chadron State,CLE_Mickael Lombardi
Caraun Reid,2014,DT,Princeton,CLE_Mickael Lombardi
Uche Nwaneri,2007,G,Purdue,CLE_Mickael Lombardi
J.R. Sweezy,2012,G,North Carolina State,CLE_Mickael Lombardi
Chris Scott,2010,G,Tennessee,CLE_Mickael Lombardi
Brandon Scherff,2015,G,Iowa,CLE_Mickael Lombardi
Ryan Kalil,2007,C,USC,CLE_Mickael Lombardi
Vladimir Ducasse,2010,G,Massachusetts,CLE_Mickael Lombardi
T.J. Johnson,2013,C,South Carolina,CLE_Mickael Lombardi
Jason Spitz,2006,G,Louisville,CLE_Mickael Lombardi
Alan Branch,2007,DT,Michigan,CLE_Mickael Lombardi
Travelle Wharton,2004,G,South Carolina,CLE_Mickael Lombardi
Brandon Linder,2014,C,Miami (FL),CLE_Mickael Lombardi
Nate Davis,2019,G,Charlotte,CLE_Mickael Lombardi
Xavier Cooper,2015,DT,Washington State,CLE_Mickael Lombardi
Lazarius Levingston,2011,DT,LSU,CLE_Mickael Lombardi
Jared Smith,2013,G,New Hampshire,CLE_Mickael Lombardi
Zach Fulton,2014,G,Tennessee,CLE_Mickael Lombardi
Josh LeRibeus,2012,C,SMU,CLE_Mickael Lombardi
Al Woods,2010,DT,LSU,CLE_Mickael Lombardi
Anthony Sherman,2011,FB,Connecticut,CLE_Mickael Lombardi
Brandon Fusco,2011,G,Slippery Rock,CLE_Mickael Lombardi
Mike Gibson,2008,C,California,CLE_Mickael Lombardi
Shawn Murphy,2008,G,Utah State,CLE_Mickael Lombardi
Shaun Cody,2005,DT,USC,CLE_Mickael Lombardi
Ron Brace,2009,DT,Boston College,CLE_Mickael Lombardi
Jason Snelling,2007,FB,Virginia,CLE_Mickael Lombardi
Andy Gallik,2015,C,Boston College,CLE_Mickael Lombardi
Jason Brown,2005,C,North Carolina,CLE_Mickael Lombardi
Ben Jones,2012,C,Georgia,CLE_Mickael Lombardi
Kraig Urbik,2009,C,Wisconsin,CLE_Mickael Lombardi
Jacob Bell,2004,G,Miami (OH),CLE_Mickael Lombardi
Josh Sewell,2004,C,Nebraska,CLE_Mickael Lombardi
David Quessenberry,2013,G,San Jose State,CLE_Mickael Lombardi
Mike Person,2011,G,Montana State,CLE_Mickael Lombardi
Adam Koets,2007,C,Oregon State,CLE_Mickael Lombardi
Michael Deiter,2019,G,Wisconsin,CLE_Mickael Lombardi
Lauvale Sape,2003,DT,Utah,CLE_Mickael Lombardi
Paul Soliai,2007,DT,Utah,CLE_Mickael Lombardi
Justin Anderson,2012,G,Georgia,CLE_Mickael Lombardi
Ryan Kelly,2016,C,Alabama,CLE_Mickael Lombardi
Mitch Petrus,2010,G,Arkansas,CLE_Mickael Lombardi
Adrien Clarke,2004,G,Ohio State,CLE_Mickael Lombardi
Maurkice Pouncey,2010,C,Florida,CLE_Mickael Lombardi
Luke Joeckel,2013,G,Texas A&M,CLE_Mickael Lombardi
Kadeem Edwards,2014,G,Tennessee State,CLE_Mickael Lombardi
Davin Joseph,2006,G,Oklahoma,CLE_Mickael Lombardi
Jon Gaines II,2023,G,UCLA,CLE_Mickael Lombardi
Nazair Jones,2017,DT,North Carolina,CLE_Mickael Lombardi
Hugh Thornton,2013,G,Illinois,CLE_Mickael Lombardi
Mason Cole,2018,C,Michigan,CLE_Mickael Lombardi
Chris DeGeare,2010,G,Wake Forest,CLE_Mickael Lombardi
Jonathan Allen,2017,DT,Alabama,CLE_Mickael Lombardi
Manuel Ramirez,2007,G,Texas Tech,CLE_Mickael Lombardi
Daniel Loper,2005,G,Texas Tech,CLE_Mickael Lombardi
Wes Sims,2005,G,Oklahoma,CLE_Mickael Lombardi
Jamarco Jones,2018,G,Ohio State,CLE_Mickael Lombardi
Mike McGlynn,2008,G,Pittsburgh,CLE_Mickael Lombardi
Anthony Adams,2003,DT,Penn State,CLE_Mickael Lombardi
Akeem Spence,2013,DT,Illinois,CLE_Mickael Lombardi
Marcus Thomas,2007,DT,Florida,CLE_Mickael Lombardi
Trey Darilek,2004,C,UTEP,CLE_Mickael Lombardi
Spencer Long,2014,C,Nebraska,CLE_Mickael Lombardi
Joshua Garnett,2016,G,Stanford,CLE_Mickael Lombardi
Rex Hadnot,2004,G,Houston,CLE_Mickael Lombardi
Scott Young,2005,G,Brigham Young,CLE_Mickael Lombardi
Erik McCoy,2019,C,Texas A&M,CLE_Mickael Lombardi
Javon Patterson,2019,G,Ole Miss,CLE_Mickael Lombardi
Jason Jefferson,2005,DT,Wisconsin,CLE_Mickael Lombardi
Gabe Watson,2006,DT,Michigan,CLE_Mickael Lombardi
Greg Gaines,2019,DT,Washington,CLE_Mickael Lombardi
Rokevious Watkins,2012,G,South Carolina,CLE_Mickael Lombardi
Xavier Su'a-Filo,2014,G,UCLA,CLE_Mickael Lombardi
Joe Berger,2005,G,Michigan Tech,CLE_Mickael Lombardi
Jeff Allen,2012,G,Illinois,CLE_Mickael Lombardi
Will Holden,2017,G,Vanderbilt,CLE_Mickael Lombardi
Brian Schwenke,2013,C,California,CLE_Mickael Lombardi
Jamey Richard,2008,C,Buffalo,CLE_Mickael Lombardi
Andrew Tiller,2012,G,Syracuse,CLE_Mickael Lombardi
Devon Still,2012,DT,Penn State,CLE_Mickael Lombardi
Alameda Ta'amu,2012,DT,Washington,CLE_Mickael Lombardi
Ndamukong Suh,2010,DT,Nebraska,CLE_Mickael Lombardi
Parker Ehinger,2016,G,Cincinnati,CLE_Mickael Lombardi
Earl Watford,2013,G,James Madison,CLE_Mickael Lombardi
Phillip Taylor,2011,DT,Baylor,CLE_Mickael Lombardi
Vincent Taylor,2017,DT,Oklahoma State,CLE_Mickael Lombardi
Ricky Jean Francois,2009,DT,LSU,CLE_Mickael Lombardi
Terrance Taylor,2009,DT,Michigan,CLE_Mickael Lombardi
Shawn Lauvao,2010,G,Arizona State,CLE_Mickael Lombardi
Wesley Johnson,2014,C,Vanderbilt,CLE_Mickael Lombardi
David DeCastro,2012,G,Stanford,CLE_Mickael Lombardi
Zack Williams,2011,G,Washington State,CLE_Mickael Lombardi
Austin King,2003,C,Northwestern,CLE_Mickael Lombardi
Tom Compton,2012,G,South Dakota,CLE_Mickael Lombardi
Max Garcia,2015,G,Florida,CLE_Mickael Lombardi
Jimmy Martin,2006,G,Virginia Tech,CLE_Mickael Lombardi
Garrett Reynolds,2009,G,North Carolina,CLE_Mickael Lombardi
Tommie Harris,2004,DT,Oklahoma,CLE_Mickael Lombardi
Perrion Winfrey,2022,DT,Oklahoma,CLE_Mickael Lombardi
Chris Watt,2014,C,Notre Dame,CLE_Mickael Lombardi
Jack Mewhort,2014,G,Ohio State,CLE_Mickael Lombardi
E.J. Wilson,2010,DT,North Carolina,CLE_Mickael Lombardi
Tyeler Davison,2015,DT,Fresno State,CLE_Mickael Lombardi
Dylan Gandy,2005,G,Texas Tech,CLE_Mickael Lombardi
Drew Mormino,2007,C,Central Michigan,CLE_Mickael Lombardi
Eddie Vanderdoes,2017,DT,UCLA,CLE_Mickael Lombardi
Vincent Valentine,2016,DT,Nebraska,CLE_Mickael Lombardi
J.J. Dielman,2017,G,Utah,CLE_Mickael Lombardi
John Sullivan,2008,C,Notre Dame,CLE_Mickael Lombardi
Le'Raven Clark,2016,G,Texas Tech,CLE_Mickael Lombardi
Wade Smith,2003,G,Memphis,CLE_Mickael Lombardi
Connor McGovern,2016,C,Missouri,CLE_Mickael Lombardi
Daniel Kilgore,2011,C,Appalachian State,CLE_Mickael Lombardi
Mark Setterstrom,2006,G,Minnesota,CLE_Mickael Lombardi
Dre Moore,2008,DT,Maryland,CLE_Mickael Lombardi
Vance Walker,2009,DT,Georgia Tech,CLE_Mickael Lombardi
Jihad Ward,2016,DT,Illinois,CLE_Mickael Lombardi
Carlos Watkins,2017,DT,Clemson,CLE_Mickael Lombardi
Taylor Whitley,2003,G,Texas A&M,CLE_Mickael Lombardi
Kory Lichtensteiger,2008,C,Bowling Green,CLE_Mickael Lombardi
Corey Liuget,2011,DT,Illinois,CLE_Mickael Lombardi
Star Lotulelei,2013,DT,Utah,CLE_Mickael Lombardi
Jarvis Jenkins,2011,DT,Clemson,CLE_Mickael Lombardi
Edmund Kugbila,2013,G,Valdosta State,CLE_Mickael Lombardi
Nick Leckey,2004,C,Kansas State,CLE_Mickael Lombardi
Trevor Canfield,2009,G,Cincinnati,CLE_Mickael Lombardi
Terry Poole,2015,G,San Diego State,CLE_Mickael Lombardi
Wyatt Teller,2018,G,Virginia Tech,CLE_Mickael Lombardi
Travis Bond,2013,G,North Carolina,CLE_Mickael Lombardi
Dan Stevenson,2006,G,Notre Dame,CLE_Mickael Lombardi
Greg Eslinger,2006,C,Minnesota,CLE_Mickael Lombardi
Brodrick Bunkley,2006,DT,Florida State,CLE_Mickael Lombardi
Daniel McCullers,2014,DT,Tennessee,CLE_Mickael Lombardi
David Molk,2012,C,Michigan,CLE_Mickael Lombardi
Chad Rinehart,2008,G,Northern Iowa,CLE_Mickael Lombardi
Duke Robinson,2009,G,Oklahoma,CLE_Mickael Lombardi
Joe Looney,2012,C,Wake Forest,CLE_Mickael Lombardi
Reggie Wells,2003,G,Clarion,CLE_Mickael Lombardi
Matt Ioannidis,2016,DT,Temple,CLE_Mickael Lombardi
Kingsley Keke,2019,DT,Texas A&M,CLE_Mickael Lombardi
Selvish Capers,2010,G,West Virginia,CLE_Mickael Lombardi
Jamil Douglas,2015,G,Arizona State,CLE_Mickael Lombardi
Dan Koppen,2003,C,Boston College,CLE_Mickael Lombardi
Ben Grubbs,2007,G,Auburn,CLE_Mickael Lombardi
Brian Allen,2018,C,Michigan State,CLE_Mickael Lombardi
Dre'Mont Jones,2019,DT,Ohio State,CLE_Mickael Lombardi
Tyrus Thompson,2015,G,Oklahoma,CLE_Mickael Lombardi
James Carpenter,2011,G,Alabama,CLE_Mickael Lombardi
Marvin Philip,2006,C,California,CLE_Mickael Lombardi
Mike Pollak,2008,G,Arizona State,CLE_Mickael Lombardi
Joe Haeg,2016,G,North Dakota State,CLE_Mickael Lombardi
Jake Grove,2004,C,Virginia Tech,CLE_Mickael Lombardi
Chance Warmack,2013,G,Alabama,CLE_Mickael Lombardi
Marcus Tubbs,2004,DT,Texas,CLE_Mickael Lombardi
Philip Blake,2012,C,Baylor,CLE_Mickael Lombardi
Brandon Thomas,2014,G,Clemson,CLE_Mickael Lombardi
Daryn Colledge,2006,G,Boise State,CLE_Mickael Lombardi
Eric Ghiaciuc,2005,C,Central Michigan,CLE_Mickael Lombardi
Joseph Noteboom,2018,G,TCU,CLE_Mickael Lombardi
Eric Olsen,2010,G,Notre Dame,CLE_Mickael Lombardi
Dallas Thomas,2013,G,Tennessee,CLE_Mickael Lombardi
William Joseph,2003,DT,Miami (FL),CLE_Mickael Lombardi
Braeden Daniels,2023,G,Utah,CLE_Mickael Lombardi
Jermaine Eluemunor,2017,G,Texas A&M,CLE_Mickael Lombardi
Jon Asamoah,2010,G,Illinois,CLE_Mickael Lombardi
Andy Levitre,2009,G,Oregon State,CLE_Mickael Lombardi
Tre' Jackson,2015,G,Florida State,CLE_Mickael Lombardi
Steve Justice,2008,C,Wake Forest,CLE_Mickael Lombardi
Danny Isidora,2017,G,Miami (FL),CLE_Mickael Lombardi
Pat Sims,2008,DT,Auburn,CLE_Mickael Lombardi
Graham Glasgow,2016,G,Michigan,CLE_Mickael Lombardi
Travis Frederick,2013,C,Wisconsin,CLE_Mickael Lombardi
Cam Thomas,2010,DT,North Carolina,CLE_Mickael Lombardi
Chris Chester,2006,G,Oklahoma,CLE_Mickael Lombardi
Justin Smiley,2004,G,Alabama,CLE_Mickael Lombardi
A.Q. Shipley,2009,C,Penn State,CLE_Mickael Lombardi
Kyle Calloway,2010,G,Iowa,CLE_Mickael Lombardi
Marcus Martin,2014,C,USC,CLE_Mickael Lombardi
David Arkin,2011,G,Missouri State,CLE_Mickael Lombardi
Geoff Hangartner,2005,G,Texas A&M,CLE_Mickael Lombardi
Scott Mruczkowski,2005,G,Bowling Green,CLE_Mickael Lombardi
Tyronne Green,2009,G,Auburn,CLE_Mickael Lombardi
Ross Pierschbacher,2019,C,Alabama,CLE_Mickael Lombardi
Johnnie Troutman,2012,G,Penn State,CLE_Mickael Lombardi
Jeb Terry,2004,G,North Carolina,CLE_Mickael Lombardi
Brian Rimpf,2004,G,East Carolina,CLE_Mickael Lombardi
Jahri Evans,2006,G,Bloomsburg,CLE_Mickael Lombardi
Chris Kuper,2006,G,North Dakota,CLE_Mickael Lombardi
Ted Larsen,2010,G,North Carolina State,CLE_Mickael Lombardi
Senio Kelemete,2012,G,Washington,CLE_Mickael Lombardi
Daryl Williams,2015,G,Oklahoma,CLE_Mickael Lombardi
Elgton Jenkins,2019,G,Mississippi State,CLE_Mickael Lombardi
Jonathan Bullard,2016,DT,Florida,CLE_Mickael Lombardi
Robert Nkemdiche,2016,DT,Ole Miss,CLE_Mickael Lombardi
Kevin Zeitler,2012,G,Wisconsin,CLE_Mickael Lombardi
Rodger Saffold,2010,G,Indiana,CLE_Mickael Lombardi
Geoff Schwartz,2008,G,Oregon,CLE_Mickael Lombardi
Alex Mack,2009,C,California,CLE_Mickael Lombardi
J.D. Walton,2010,C,Baylor,CLE_Mickael Lombardi
Mike Iupati,2010,G,Idaho,CLE_Mickael Lombardi
Nick Mangold,2006,C,Ohio State,CLE_Mickael Lombardi
Duke Preston,2005,C,Illinois,CLE_Mickael Lombardi
Evan Boehm,2016,G,Missouri,CLE_Mickael Lombardi
John Urschel,2014,G,Penn State,CLE_Mickael Lombardi
Herman Johnson,2009,G,LSU,CLE_Mickael Lombardi
Mansfield Wrotto,2007,G,Georgia Tech,CLE_Mickael Lombardi
Will Montgomery,2006,C,Virginia Tech,CLE_Mickael Lombardi
Donald Thomas,2008,G,Connecticut,CLE_Mickael Lombardi
Vincent Manuwai,2003,G,Hawaii,CLE_Mickael Lombardi
Richie Incognito,2005,G,Nebraska,CLE_Mickael Lombardi
Chris Snee,2004,G,Boston College,CLE_Mickael Lombardi
J.C. Tretter,2013,C,Cornell,CLE_Mickael Lombardi
Ethan Pocic,2017,G,LSU,CLE_Mickael Lombardi
Mark Glowinski,2015,G,West Virginia,CLE_Mickael Lombardi
Allen Barbre,2007,G,Missouri Southern,CLE_Mickael Lombardi
Oday Aboushi,2013,G,Virginia,CLE_Mickael Lombardi
Jason Pinkston,2011,G,Pittsburgh,CLE_Mickael Lombardi
Eric Wood,2009,C,Louisville,CLE_Mickael Lombardi
Keith Williams,2011,G,Nebraska,CLE_Mickael Lombardi
Peter Konz,2012,C,Wisconsin,CLE_Mickael Lombardi
Scott Wells,2004,C,Tennessee,CLE_Mickael Lombardi
Jake Scott,2004,G,Idaho,CLE_Mickael Lombardi
Shelley Smith,2010,G,Colorado State,CLE_Mickael Lombardi
Montavious Stanley,2006,DT,Louisville,CLE_Mickael Lombardi
Orlando Franklin,2011,G,Miami (FL),CLE_Mickael Lombardi
Max Jean-Gilles,2006,G,Georgia,CLE_Mickael Lombardi
Austin Blythe,2016,C,Iowa,CLE_Mickael Lombardi
Joel Bitonio,2014,G,Nevada,CLE_Mickael Lombardi
Samson Satele,2007,C,Hawaii,CLE_Mickael Lombardi
Brandon Washington,2012,G,Miami (FL),CLE_Mickael Lombardi
Jose Ramirez,2023,ED,Eastern Michigan,CLE_Mickael Lombardi
Lavelle Westbrooks,2014,CB,Georgia Southern,CLE_Mickael Lombardi
Vontez Duff,2004,CB,Notre Dame,CLE_Mickael Lombardi
Andre Woolfolk,2003,CB,Oklahoma,CLE_Mickael Lombardi
Kelly Jennings,2006,CB,Miami (FL),CLE_Mickael Lombardi
Tarell Brown,2007,CB,Texas,CLE_Mickael Lombardi
Nnamdi Asomugha,2003,CB,California,CLE_Mickael Lombardi
Ahmad Carroll,2004,CB,Arkansas,CLE_Mickael Lombardi
Antonio Cromartie,2006,CB,Florida State,CLE_Mickael Lombardi
Pierre Desir,2014,CB,Lindenwood,CLE_Mickael Lombardi
Drayton Florence,2003,CB,Tuskegee,CLE_Mickael Lombardi
Chris Gamble,2004,CB,Ohio State,CLE_Mickael Lombardi
Rich Gardner,2004,CB,Penn State,CLE_Mickael Lombardi
Eric Green,2005,CB,Virginia Tech,CLE_Mickael Lombardi
Dejuan Groce,2003,CB,Nebraska,CLE_Mickael Lombardi
DeAngelo Hall,2004,CB,Virginia Tech,CLE_Mickael Lombardi
Ellis Hobbs,2005,CB,Iowa State,CLE_Mickael Lombardi
Chris Houston,2007,CB,Arkansas,CLE_Mickael Lombardi
Von Hutchins,2004,CB,Ole Miss,CLE_Mickael Lombardi
Tim Jennings,2006,CB,Georgia,CLE_Mickael Lombardi
Cedric Griffin,2006,CB,Texas,CLE_Mickael Lombardi
Terrence McGee,2003,CB,Northwestern State,CLE_Mickael Lombardi
Harlan Miller,2016,CB,Southeastern Louisiana,CLE_Mickael Lombardi
Josh Norman,2012,CB,Coastal Carolina,CLE_Mickael Lombardi
Karl Paymah,2005,CB,Washington State,CLE_Mickael Lombardi
Dunta Robinson,2004,CB,South Carolina,CLE_Mickael Lombardi
Carlos Rogers,2005,CB,Auburn,CLE_Mickael Lombardi
Stanford Routt,2005,CB,Houston,CLE_Mickael Lombardi
Derrick Strait,2004,CB,Oklahoma,CLE_Mickael Lombardi
Donald Strickland,2003,CB,Colorado,CLE_Mickael Lombardi
Joey Thomas,2004,CB,Montana State,CLE_Mickael Lombardi
Chris Thompson,2004,CB,Nicholls State,CLE_Mickael Lombardi
Bruce Thornton,2004,CB,Georgia,CLE_Mickael Lombardi
Marcus Trufant,2003,CB,Washington State,CLE_Mickael Lombardi
Michael Waddell,2004,CB,North Carolina,CLE_Mickael Lombardi
Dee Webb,2006,CB,Florida,CLE_Mickael Lombardi
Fred Bennett,2007,CB,South Carolina,CLE_Mickael Lombardi
Darrent Williams,2005,CB,Oklahoma State,CLE_Mickael Lombardi
Eric Wright,2007,CB,UNLV,CLE_Mickael Lombardi
Michael Coe,2007,CB,Alabama State,CLE_Mickael Lombardi
A.J. Davis,2007,CB,North Carolina State,CLE_Mickael Lombardi
