player_name,nic_year,pro_pos,school,top1_class,top1_prob,top2_class,top2_prob,top3_class,top3_prob,top4_class,top4_prob,top5_class,top5_prob
Mason Taylor,2025,TE,LSU,GB_Brian Gutekunst,0.04979365,NYJ_Joe Douglas,0.035056084,BAL_Eric DeCosta,0.028127177,DEN_George Paton,0.02779619,ATL_Terry Fontenot,0.027341167
Joshua Simon,2025,TE,South Carolina,BUF_Brandon Beane,0.049243752,LAC_Joe Hortiz,0.04517204,DEN_George Paton,0.04180728,DAL_Jerry Jones,0.040406916,LA_Les Snead,0.02764225
Benjamin Morrison,2025,CB,Notre Dame,BAL_Eric DeCosta,0.04921491,SEA_John Schneider,0.04833781,PHI_Howie Roseman,0.030099656,CIN_Mike Brown,0.029986404,GB_Brian Gutekunst,0.029131554
Bradyn Swinson,2025,ED,LSU,HOU_Nick Caserio,0.04918439,CLE_Andrew Berry,0.04728442,ATL_Terry Fontenot,0.034840554,GB_Brian Gutekunst,0.029402837,KC_Brett Veach,0.027057571
Billy Bowman Jr.,2025,S,Oklahoma,BAL_Eric DeCosta,0.049060687,ARI_Monti Ossenfort,0.04514363,KC_Brett Veach,0.029028835,CLE_Andrew Berry,0.027913278,GB_Brian Gutekunst,0.026692199
Malik Verdon,2025,S,Iowa State,MIN_Kwesi Adofo-Mensah,0.048916653,HOU_Nick Caserio,0.048024394,SF_John Lynch,0.042874973,GB_Brian Gutekunst,0.04222889,DEN_George Paton,0.03903493
Abdul Carter,2025,ED,Penn State,ATL_Terry Fontenot,0.048840735,NYG_Joe Schoen,0.04359969,BAL_Eric DeCosta,0.03889965,HOU_Nick Caserio,0.027376138,ARI_Monti Ossenfort,0.02479336
Hunter Wohler,2025,S,Wisconsin,GB_Brian Gutekunst,0.048824076,IND_Chris Ballard,0.045030735,BUF_Brandon Beane,0.04432733,PHI_Howie Roseman,0.043277085,CLE_Andrew Berry,0.03753576
Harold Fannin Jr.,2025,TE,Bowling Green,IND_Chris Ballard,0.048781294,NO_Mickey Loomis,0.04422802,KC_Brett Veach,0.038431875,GB_Brian Gutekunst,0.036239915,PIT_Omar Khan,0.031441677
Kitan Crawford,2025,S,Nevada,NYG_Joe Schoen,0.048746437,MIN_Kwesi Adofo-Mensah,0.046628967,PHI_Howie Roseman,0.036921706,JAX_Trent Baalke,0.0366348,ARI_Monti Ossenfort,0.035119265
T.J. Sanders,2025,DT,South Carolina,ATL_Terry Fontenot,0.04872269,HOU_Nick Caserio,0.037204262,CLE_Andrew Berry,0.03605272,DEN_George Paton,0.029335236,TB_Jason Licht,0.023424843
David Walker,2025,ED,Central Arkansas,BUF_Brandon Beane,0.048720807,LA_Les Snead,0.04421151,NO_Mickey Loomis,0.043849535,GB_Brian Gutekunst,0.038558103,NYJ_Joe Douglas,0.035523403
Moliki Matavao,2025,TE,UCLA,GB_Brian Gutekunst,0.048645288,TEN_Ran Carthon,0.0455809,JAX_Trent Baalke,0.036254246,BAL_Eric DeCosta,0.033236172,TB_Jason Licht,0.024961397
Antwane Wells Jr.,2025,WR,Ole Miss,JAX_Trent Baalke,0.04852028,BUF_Brandon Beane,0.04012497,GB_Brian Gutekunst,0.030920323,DAL_Jerry Jones,0.030008633,SF_John Lynch,0.023842284
O'Donnell Fortune,2025,CB,South Carolina,SF_John Lynch,0.04850469,BAL_Eric DeCosta,0.04089822,JAX_Trent Baalke,0.037063204,MIN_Kwesi Adofo-Mensah,0.03277599,KC_Brett Veach,0.030762227
Seth Henigan,2025,QB,Memphis,ATL_Terry Fontenot,0.048355233,SF_John Lynch,0.043045152,GB_Brian Gutekunst,0.04153575,CHI_Ryan Poles,0.03036927,HOU_Nick Caserio,0.022132544
Alijah Huzzie,2025,CB,North Carolina,SF_John Lynch,0.048248325,JAX_Trent Baalke,0.046865836,LA_Les Snead,0.03852737,CAR_Scott Fitterer,0.03099675,MIN_Kwesi Adofo-Mensah,0.030154346
Jack Sawyer,2025,ED,Ohio State,GB_Brian Gutekunst,0.04812792,NYJ_Joe Douglas,0.03639702,TB_Jason Licht,0.036011163,BAL_Eric DeCosta,0.027351722,DEN_George Paton,0.024691239
Jabbar Muhammad,2025,CB,Oregon,LA_Les Snead,0.047874637,CLE_Andrew Berry,0.04022647,BAL_Eric DeCosta,0.03939253,SF_John Lynch,0.034061123,MIA_Chris Grier,0.03398718
Oluwafemi Oladejo,2025,ED,UCLA,IND_Chris Ballard,0.047811534,NO_Mickey Loomis,0.046983056,CLE_Andrew Berry,0.030772883,KC_Brett Veach,0.027422402,NYJ_Joe Douglas,0.025087105
Emery Jones Jr.,2025,T,LSU,CLE_Andrew Berry,0.047800776,NYJ_Joe Douglas,0.04311966,PHI_Howie Roseman,0.040837497,JAX_Trent Baalke,0.035760175,LAC_Joe Hortiz,0.027880056
Cam Skattebo,2025,RB,Arizona State,DEN_George Paton,0.04734189,NYG_Joe Schoen,0.04469476,NYJ_Joe Douglas,0.043876037,GB_Brian Gutekunst,0.038532335,CAR_Scott Fitterer,0.035542443
Tyler Shough,2025,QB,Louisville,LA_Les Snead,0.047190648,GB_Brian Gutekunst,0.043852415,NO_Mickey Loomis,0.039827075,CHI_Ryan Poles,0.0364616,TEN_Ran Carthon,0.03382724
Vernon Broughton,2025,DT,Texas,MIN_Kwesi Adofo-Mensah,0.047126174,NYJ_Joe Douglas,0.043026052,CLE_Andrew Berry,0.04032652,PHI_Howie Roseman,0.033806477,BAL_Eric DeCosta,0.032342326
Kaimon Rucker,2025,ED,North Carolina,GB_Brian Gutekunst,0.047014933,ATL_Terry Fontenot,0.040073857,TB_Jason Licht,0.034365196,NYJ_Joe Douglas,0.033488188,LA_Les Snead,0.02614334
Sam Brown Jr.,2025,WR,Miami (FL),PHI_Howie Roseman,0.04701125,GB_Brian Gutekunst,0.041242585,NYG_Joe Schoen,0.029704696,IND_Chris Ballard,0.029571395,LA_Les Snead,0.029097287
Mac McWilliams,2025,CB,UCF,CLE_Andrew Berry,0.046536718,SEA_John Schneider,0.043163996,BAL_Eric DeCosta,0.04162273,SF_John Lynch,0.035405144,JAX_Trent Baalke,0.030653113
Aireontae Ersery,2025,T,Minnesota,KC_Brett Veach,0.046003327,GB_Brian Gutekunst,0.03987989,BAL_Eric DeCosta,0.035060942,CIN_Mike Brown,0.03224305,LAC_Joe Hortiz,0.030643588
Donovan Edwards,2025,RB,Michigan,LA_Les Snead,0.045772497,NYG_Joe Schoen,0.039853975,JAX_Trent Baalke,0.037588067,PHI_Howie Roseman,0.033755362,CIN_Mike Brown,0.026558144
Tim Smith,2025,DT,Alabama,CLE_Andrew Berry,0.045528315,BAL_Eric DeCosta,0.0430628,HOU_Nick Caserio,0.04167917,MIN_Kwesi Adofo-Mensah,0.040045656,LA_Les Snead,0.034658656
Kyle Monangai,2025,RB,Rutgers,TB_Jason Licht,0.045500316,SF_John Lynch,0.038144927,JAX_Trent Baalke,0.03358631,GB_Brian Gutekunst,0.029560631,BUF_Brandon Beane,0.027990563
Andres Borregales,2025,K,Miami (FL),SF_John Lynch,0.045187023,JAX_Trent Baalke,0.032577965,CHI_Ryan Poles,0.03159401,LA_Les Snead,0.030681528,BAL_Eric DeCosta,0.029584644
Lathan Ransom,2025,S,Ohio State,NO_Mickey Loomis,0.044561982,CLE_Andrew Berry,0.033039767,PHI_Howie Roseman,0.030440642,CIN_Mike Brown,0.029662767,GB_Brian Gutekunst,0.029605284
Ben Sauls,2025,K,Pittsburgh,JAX_Trent Baalke,0.044289596,BAL_Eric DeCosta,0.03555721,MIN_Kwesi Adofo-Mensah,0.03551794,CHI_Ryan Poles,0.031972792,LA_Les Snead,0.025157204
Dominic Lovett,2025,WR,Georgia,SF_John Lynch,0.04392637,ARI_Monti Ossenfort,0.040160656,CLE_Andrew Berry,0.03249041,NO_Mickey Loomis,0.03136198,BAL_Eric DeCosta,0.029195484
Cam Horsley,2025,DT,Boston College,JAX_Trent Baalke,0.043173064,CLE_Andrew Berry,0.032381706,HOU_Nick Caserio,0.032121792,GB_Brian Gutekunst,0.03062929,BAL_Eric DeCosta,0.028246379
Jamon Dumas-Johnson,2025,LB,Kentucky,CAR_Scott Fitterer,0.043111082,GB_Brian Gutekunst,0.041438002,CLE_Andrew Berry,0.037523486,SF_John Lynch,0.03226326,NYJ_Joe Douglas,0.030369591
Mason Graham,2025,DT,Michigan,ATL_Terry Fontenot,0.043001153,NYG_Joe Schoen,0.03099448,GB_Brian Gutekunst,0.027824093,NYJ_Joe Douglas,0.024725681,IND_Chris Ballard,0.02220018
Shemar James,2025,LB,Florida,BUF_Brandon Beane,0.042931866,JAX_Trent Baalke,0.04137577,SF_John Lynch,0.040086336,MIA_Chris Grier,0.037243474,LA_Les Snead,0.030261658
Graham Mertz,2025,QB,Florida,GB_Brian Gutekunst,0.042701174,PHI_Howie Roseman,0.03663931,DET_Brad Holmes,0.03392962,NYJ_Joe Douglas,0.033678208,DEN_George Paton,0.033615723
Carson Schwesinger,2025,LB,UCLA,NO_Mickey Loomis,0.042559814,KC_Brett Veach,0.03873821,GB_Brian Gutekunst,0.028564338,MIA_Chris Grier,0.028324014,DEN_George Paton,0.025638161
Steve Linton,2025,ED,Baylor,CAR_Scott Fitterer,0.042440142,MIA_Chris Grier,0.040360756,JAX_Trent Baalke,0.025724165,DAL_Jerry Jones,0.025691098,DEN_George Paton,0.022285795
Mello Dotson,2025,CB,Kansas,BUF_Brandon Beane,0.042427685,SEA_John Schneider,0.03634228,GB_Brian Gutekunst,0.034885217,KC_Brett Veach,0.03224917,ARI_Monti Ossenfort,0.030114528
Jihaad Campbell,2025,LB,Alabama,GB_Brian Gutekunst,0.042426977,PIT_Omar Khan,0.03640456,IND_Chris Ballard,0.033142645,JAX_Trent Baalke,0.03099101,CAR_Scott Fitterer,0.028522696
Quinn Ewers,2025,QB,Texas,HOU_Nick Caserio,0.041952237,ATL_Terry Fontenot,0.036466047,GB_Brian Gutekunst,0.036061052,CLE_Andrew Berry,0.033115774,NO_Mickey Loomis,0.03188731
Junior Tafuna,2025,DT,Utah,ARI_Monti Ossenfort,0.04194281,LA_Les Snead,0.041850366,GB_Brian Gutekunst,0.0396384,SEA_John Schneider,0.027029116,JAX_Trent Baalke,0.026707515
Kalel Mullings,2025,RB,Michigan,JAX_Trent Baalke,0.041849796,NYJ_Joe Douglas,0.04064419,GB_Brian Gutekunst,0.039852638,CAR_Scott Fitterer,0.037155833,CLE_Andrew Berry,0.03487987
Ja'Corey Brooks,2025,WR,Louisville,GB_Brian Gutekunst,0.04184511,BAL_Eric DeCosta,0.03768398,KC_Brett Veach,0.036661644,SF_John Lynch,0.034521382,DEN_George Paton,0.027514003
Jalen McLeod,2025,LB,Auburn,CAR_Scott Fitterer,0.04149923,GB_Brian Gutekunst,0.03986379,CLE_Andrew Berry,0.039024584,MIN_Kwesi Adofo-Mensah,0.03651647,DEN_George Paton,0.03316497
Cameron Williams,2025,T,Texas,CLE_Andrew Berry,0.04106349,HOU_Nick Caserio,0.036357157,NYJ_Joe Douglas,0.032729294,BAL_Eric DeCosta,0.031607557,TEN_Ran Carthon,0.028105311
Maxwell Hairston,2025,CB,Kentucky,MIA_Chris Grier,0.04080606,CIN_Mike Brown,0.03310746,JAX_Trent Baalke,0.02665183,IND_Chris Ballard,0.025950234,KC_Brett Veach,0.025760535
Tyler Loop,2025,K,Arizona,JAX_Trent Baalke,0.040242262,BAL_Eric DeCosta,0.034948815,CHI_Ryan Poles,0.031842485,MIN_Kwesi Adofo-Mensah,0.031494148,SF_John Lynch,0.028730229
Xavier Restrepo,2025,WR,Miami (FL),GB_Brian Gutekunst,0.03976769,HOU_Nick Caserio,0.031533834,TB_Jason Licht,0.030352257,SEA_John Schneider,0.029447842,BAL_Eric DeCosta,0.024430659
Jermari Harris,2025,CB,Iowa,SF_John Lynch,0.039755296,JAX_Trent Baalke,0.03327437,KC_Brett Veach,0.028931856,GB_Brian Gutekunst,0.027181745,BAL_Eric DeCosta,0.024164423
Traeshon Holden,2025,WR,Oregon,BUF_Brandon Beane,0.039438542,GB_Brian Gutekunst,0.035709698,JAX_Trent Baalke,0.031752106,CHI_Ryan Poles,0.02933322,KC_Brett Veach,0.02633105
Carson Bruener,2025,LB,Washington,BUF_Brandon Beane,0.039044145,CLE_Andrew Berry,0.035325054,GB_Brian Gutekunst,0.033268753,NO_Mickey Loomis,0.029659702,TB_Jason Licht,0.025744557
Derrick Harmon,2025,DT,Oregon,CHI_Ryan Poles,0.039007444,HOU_Nick Caserio,0.035275426,CIN_Mike Brown,0.03516664,CLE_Andrew Berry,0.033250313,SEA_John Schneider,0.032627985
Donovan Ezeiruaku,2025,ED,Boston College,IND_Chris Ballard,0.03877069,DEN_George Paton,0.037676875,DET_Brad Holmes,0.03682549,NYJ_Joe Douglas,0.02908025,CAR_Scott Fitterer,0.028697312
Malaki Starks,2025,S,Georgia,SEA_John Schneider,0.038398296,KC_Brett Veach,0.029695654,HOU_Nick Caserio,0.029301398,BAL_Eric DeCosta,0.027360337,BUF_Brandon Beane,0.024094671
Fadil Diggs,2025,ED,Syracuse,GB_Brian Gutekunst,0.038106743,JAX_Trent Baalke,0.036380667,CLE_Andrew Berry,0.03556033,ATL_Terry Fontenot,0.032628953,BUF_Brandon Beane,0.029269498
Roc Taylor,2025,WR,Memphis,JAX_Trent Baalke,0.038020957,CLE_Andrew Berry,0.03683721,GB_Brian Gutekunst,0.036277816,MIN_Kwesi Adofo-Mensah,0.029256478,CHI_Ryan Poles,0.027907655
Upton Stout,2025,CB,Western Kentucky,MIN_Kwesi Adofo-Mensah,0.03718275,JAX_Trent Baalke,0.032676768,NYG_Joe Schoen,0.029060464,MIA_Chris Grier,0.028385144,CAR_Scott Fitterer,0.026955068
Ja'Quinden Jackson,2025,RB,Arkansas,LA_Les Snead,0.03683279,HOU_Nick Caserio,0.028746195,SF_John Lynch,0.02740983,NYJ_Joe Douglas,0.025665805,CAR_Scott Fitterer,0.024379747
Jeffrey Bassa,2025,LB,Oregon,ARI_Monti Ossenfort,0.03680353,NYJ_Joe Douglas,0.03360398,LA_Les Snead,0.032224927,BUF_Brandon Beane,0.027701171,NO_Mickey Loomis,0.024613146
Kenneth Grant,2025,DT,Michigan,CLE_Andrew Berry,0.036603782,KC_Brett Veach,0.029459117,LAC_Joe Hortiz,0.029398423,NYJ_Joe Douglas,0.027901232,HOU_Nick Caserio,0.025124563
Shedeur Sanders,2025,QB,Colorado,CAR_Scott Fitterer,0.035822626,HOU_Nick Caserio,0.033168163,DEN_George Paton,0.023806337,MIA_Chris Grier,0.023548497,CLE_Andrew Berry,0.023473442
Tyleik Williams,2025,DT,Ohio State,KC_Brett Veach,0.035009325,GB_Brian Gutekunst,0.03307951,CLE_Andrew Berry,0.025021294,DEN_George Paton,0.024693394,NYJ_Joe Douglas,0.022616306
Ryan Fitzgerald,2025,K,Florida State,MIN_Kwesi Adofo-Mensah,0.034193657,JAX_Trent Baalke,0.033616636,CHI_Ryan Poles,0.032601304,BAL_Eric DeCosta,0.0309515,SF_John Lynch,0.028077934
Xavier Watts,2025,S,Notre Dame,TB_Jason Licht,0.03380831,SEA_John Schneider,0.028961206,HOU_Nick Caserio,0.027751327,NYJ_Joe Douglas,0.027268363,CIN_Mike Brown,0.025096944
Tez Johnson,2025,WR,Oregon,TB_Jason Licht,0.032360237,DET_Brad Holmes,0.031189067,MIA_Chris Grier,0.030211441,CIN_Mike Brown,0.028853126,GB_Brian Gutekunst,0.027764434
Tetairoa McMillan,2025,WR,Arizona,DAL_Jerry Jones,0.031702902,GB_Brian Gutekunst,0.031106154,DEN_George Paton,0.030942617,NYJ_Joe Douglas,0.030271163,HOU_Nick Caserio,0.027598055
JT Tuimoloau,2025,ED,Ohio State,CAR_Scott Fitterer,0.028509088,DET_Brad Holmes,0.025743315,NYJ_Joe Douglas,0.025259797,BAL_Eric DeCosta,0.02473144,DAL_Jerry Jones,0.02449151
